             x      Linear LP     L_Error(%)   Quadratic LP     Q_Error(%)       Cubic LP     C_Error(%) 
           4.74       9.740000       0.000001       9.740001       0.000008       9.739999       0.000011
           4.75       9.750000       0.000001       9.750001       0.000011       9.750003       0.000030
           4.76       9.760000       0.000003       9.760000       0.000003       9.760000       0.000003
           4.77       9.770000       0.000004       9.770000       0.000006       9.770000       0.000004
           4.78       9.780000       0.000002       9.780000       0.000002       9.780000       0.000002
           4.79       9.790000       0.000000       9.790000       0.000000       9.789999       0.000009
           4.80       9.800000       0.000003       9.800000       0.000003       9.800003       0.000032
           4.81       9.809999       0.000005       9.810000       0.000005       9.810002       0.000025
           4.82       9.820000       0.000002       9.820000       0.000002       9.820004       0.000037
           4.83       9.830000       0.000000       9.830000       0.000000       9.829999       0.000010
           4.84       9.840000       0.000002       9.840000       0.000002       9.839998       0.000017
           4.85       9.849999       0.000005       9.850000       0.000005       9.849998       0.000024
           4.86       9.860000       0.000003       9.860001       0.000007       9.860002       0.000017
           4.87       9.870000       0.000000       9.870000       0.000000       9.869997       0.000029
           4.88       9.880000       0.000002       9.880000       0.000002       9.880002       0.000021
           4.89       9.889999       0.000005       9.890000       0.000004       9.890000       0.000004
           4.90       9.900000       0.000003       9.900001       0.000007       9.900003       0.000036
           4.91       9.910000       0.000001       9.910000       0.000001       9.910000       0.000001
